Brand Name,Generic Name,Tot_Mftr,Manufacturer,2017 Total Spending,2017 Total Dosage Units,2017 Total Claims,"2017 Total 
Beneficiaries",2017 Average Spending Per Dosage Unit (Weighted),"2017 Average 
Spending Per Claim","2017 Average 
Spending Per Beneficiary","2017 Outlier 
Flag",2018 Total Spending,2018 Total Dosage Units,2018 Total Claims,"2018 Total 
Beneficiaries",2018 Average Spending Per Dosage Unit (Weighted),"2018 Average 
Spending Per Claim","2018 Average 
Spending Per Beneficiary","2018 Outlier 
Flag"
Ampicillin Sodium*,Ampicillin Sodium,13,Overall,2291441.32,3030029.691,12170,2674,1.501837973,188.2860575,856.9339267,0,2701460.06,2781087.035,14882,2830,2.500453064,181.5253367,954.5795265,0
Ampicillin Sodium*,Ampicillin Sodium,1,WG Critical Car,298276.14,159833.147,1694,361,1.963904972,176.0780047,826.2496953,0,248865.57,135156.53,1304,306,1.967922326,190.8478298,813.2861765,0
Ampicillin Sodium*,Ampicillin Sodium,1,Sandoz/Premier,92128.45,31660.5,461,134,3.14528727,199.8447939,687.5257463,0,49606.3,19743,312,97,2.840933845,158.9945513,511.4051546,0
Ampicillin Sodium*,Ampicillin Sodium,1,Sandoz/Novaplus*,290045.81,633917.58,1317,235,1.010863553,220.232202,1234.237489,0,360357.27,513465,1798,350,3.972906271,200.4211735,1029.5922,0
Ampicillin Sodium*,Ampicillin Sodium,1,Sandoz*,757660.63,992472.714,3424,818,1.142060343,221.2793896,926.235489,0,843345.24,785398.7,4147,898,1.504366823,203.3627297,939.1372383,0
Ampicillin Sodium*,Ampicillin Sodium,1,Sagent Pharmace,115443.48,114769,988,242,1.749839263,116.8456275,477.0391736,1,77074.65,71301,653,177,1.252253615,118.0316233,435.45,0
Ampicillin Sodium*,Ampicillin Sodium,1,Piramal Critica,,,,,,,,,,,,,,,,
Ampicillin Sodium*,Ampicillin Sodium,1,Mylan Instituti,69355.92,12323.2,388,107,5.557897515,178.7523711,648.1861682,0,129563.35,89839.72,755,184,2.343370221,171.6070861,704.1486413,0
Ampicillin Sodium*,Ampicillin Sodium,1,Methapharm Inc,,,,,,,,,,,,,,,,
Ampicillin Sodium*,Ampicillin Sodium,1,Hospira/Pfizer,6895.18,1153,72,17,6.863685465,95.76638889,405.5988235,1,90890.81,7466.56,632,157,20.86693291,143.8145728,578.9223567,0
Ampicillin Sodium*,Ampicillin Sodium,1,Fresenius Kabi,165661.76,424152.27,883,271,0.396651765,187.6124122,611.2980074,0,475040.63,545739.875,2568,563,0.927621208,184.984669,843.7666608,0
Ampicillin Sodium*,Ampicillin Sodium,1,"Civica, Inc.",,,,,,,,,,,,,,,,
Ampicillin Sodium*,Ampicillin Sodium,1,Auromedics Phar,495973.95,659748.28,2943,729,1.199143554,168.5266565,680.3483539,0,404477.92,597570.45,2619,625,0.792802712,154.439832,647.164672,0
Ampicillin Sodium*,Ampicillin Sodium,1,Athenex Pharmac,,,,,,,,,22238.32,15406.2,94,20,1.531451595,236.5778723,1111.916,0
Ampicillin Trihydrate,Ampicillin Trihydrate,1,Overall,733614.11,2700012.4,87695,118433,0.27142887,8.365518103,6.194338656,0,1415281.72,3466371,116905,96899,0.408280852,12.10625482,14.60574124,0
Ampicillin Trihydrate,Ampicillin Trihydrate,1,Sandoz,733614.11,2700012.4,87695,67695,0.27142887,8.365518103,10.83705015,0,1415281.72,3466371,116905,88783,0.408280852,12.10625482,15.94090896,0
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,9,Overall,2158988.32,3824922.617,15144,3467,0.769814062,142.5639408,622.7252149,0,2290892.21,3112993.317,15425,3604,1.857820465,148.5181336,635.6526665,0
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,1,Xellia Pharmace,,,,,,,,,,,,,,,,
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,1,West-Ward/Hikma,30490.97,68320,399,154,0.44333768,76.41847118,197.9933117,0,108244.89,194155.289,1050,356,0.556773353,103.0903714,304.0586798,1
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,1,WG Critical Car,196506.21,228971.133,1011,345,1.11944614,194.3681602,569.5832174,0,412682.16,302484.799,2233,683,8.360135545,184.8106404,604.2198536,0
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,1,Sagent Pharmace,124420.26,221399.267,1184,440,0.554338726,105.0846791,282.7733182,0,829241.69,1333402.87,5447,1466,0.653945183,152.2382394,565.6491746,0
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,1,Piramal Critica,,,,,,,,,,,,,,,,
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,1,Mylan Instituti,456526.32,411977.363,3428,882,1.314958585,133.175706,517.6035374,0,552168.81,763477.759,4004,1087,0.745331811,137.9042982,507.9749862,0
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,1,Meitheal Pharma,,,,,,,,,,,,,,,,
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,1,Hospira/Pfizer*,4700.15,6392,75,34,3.656532198,62.66866667,138.2397059,0,57825.67,39237,388,140,3.176064874,149.035232,413.0405,1
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,1,Auromedics Phar,1346344.41,2887862.854,9047,2279,0.542849273,148.8166696,590.7610399,0,330728.99,480235.6,2303,814,0.705785853,143.6078984,406.3009705,0
Ampyra,Dalfampridine,1,Overall,238698058.2,6296778,91986,12766,37.90796789,2594.938993,18697.95223,0,282276839.9,6411339,92963,13738,44.02775143,3036.442884,20547.15678,0
Ampyra,Dalfampridine,1,Acorda Therapeu,238698058.2,6296778,91986,12766,37.90796789,2594.938993,18697.95223,0,282276839.9,6411339,92963,13738,44.02775143,3036.442884,20547.15678,0
Amrix,Cyclobenzaprine HCl,1,Overall,8216074.36,248453,6447,1691,33.07457254,1274.402724,4858.707487,0,7021355.99,192886,4959,1115,36.4079636,1415.881426,6297.18026,0
Amrix,Cyclobenzaprine HCl,1,Teva USA,8216074.36,248453,6447,1691,33.07457254,1274.402724,4858.707487,0,7021355.99,192886,4959,1115,36.4079636,1415.881426,6297.18026,0
Amzeeq,Minocycline HCl,1,Overall,,,,,,,,,,,,,,,,
Amzeeq,Minocycline HCl,1,Vyne/Journey,,,,,,,,,,,,,,,,
Anafranil,Clomipramine HCl,1,Overall,1757729.19,50572,498,73,34.74273604,3529.576687,24078.48206,0,1681323.99,46922,469,70,35.84940743,3584.912559,24018.91414,0
Anafranil,Clomipramine HCl,1,Mallinckrodt Ph,1757729.19,50572,498,73,34.74273604,3529.576687,24078.48206,0,1681323.99,46922,469,70,35.84940743,3584.912559,24018.91414,0
Anagrelide HCl,Anagrelide HCl,2,Overall,11577009.22,4420021.67,41732,7422,2.708404433,277.4132373,1559.823393,0,11607139.96,4382882.99,40603,7321,2.735319776,285.8690235,1585.458265,0
Anagrelide HCl,Anagrelide HCl,1,Torrent Pharmac,,,,,,,,,1809972.75,640960,5951,2229,2.913225709,304.1459839,812.0111036,0
Anagrelide HCl,Anagrelide HCl,1,Teva USA,11577009.22,4420021.67,41732,7422,2.708404433,277.4132373,1559.823393,0,9797167.21,3741922.99,34652,7054,2.704766901,282.7302092,1388.88109,0
Analpram HC*,Hydrocortisone/Pramoxine,1,Overall,99316.31,17672.55,401,298,5.977111748,247.671596,333.2762081,0,92139.73,17035.4,310,225,5.769532821,297.2249355,409.5099111,0
Analpram HC*,Hydrocortisone/Pramoxine,1,Sebela Pharmace*,99316.31,17672.55,401,298,5.977111748,247.671596,333.2762081,0,92139.73,17035.4,310,225,5.769532821,297.2249355,409.5099111,0
Anaspaz,Hyoscyamine Sulfate,1,Overall,11767.52,54360,608,314,0.216473878,19.35447368,37.47617834,0,6513.74,28660,427,216,0.227276343,15.25466042,30.1562037,0
Anaspaz,Hyoscyamine Sulfate,1,B.F Ascher & Co,11767.52,54360,608,314,0.216473878,19.35447368,37.47617834,0,6513.74,28660,427,216,0.227276343,15.25466042,30.1562037,0
Anastrozole,Anastrozole,12,Overall,25764083.56,77811702.33,1412439,297772,0.332184439,18.2408469,86.52285494,0,27003924.41,83963422.5,1466595,319578,0.322092169,18.41266635,84.49869644,0
Anastrozole,Anastrozole,1,Yiling Pharmace,,,,,,,,,,,,,,,,
Anastrozole,Anastrozole,1,Teva USA,4802692.18,15134734.5,263106,76523,0.317329133,18.25382994,62.76142049,0,4644362.28,14139132,231768,71586,0.328475771,20.03884177,64.87808063,0
Anastrozole,Anastrozole,1,Rising Pharm,138539.24,399694,9451,4039,0.346613259,14.65868585,34.30038128,0,69373.17,219056,4822,1963,0.316691485,14.38680423,35.34038207,0
Anastrozole,Anastrozole,1,Zydus Pharmaceu,2593833.61,9019722,170934,48443,0.287573565,15.17447442,53.5440334,0,2988844.17,11033216,195345,63881,0.270895102,15.30033617,46.78768601,0
Anastrozole,Anastrozole,1,Major Pharmaceu,82389.47,193466.75,4757,2328,0.425858552,17.31962792,35.39066581,0,88673.17,142457,3259,1247,0.622455688,27.20870512,71.10919808,0
Anastrozole,Anastrozole,1,Breckenridge,1506949.74,4752403,69562,30149,0.317092162,21.66340445,49.98340708,0,1127969.97,3673344,51534,16110,0.307068973,21.88787926,70.01675791,0
Anastrozole,Anastrozole,1,Bluepoint Labor,1193101.59,3028990.333,70104,17830,0.393894156,17.01902302,66.91540045,0,1338537.8,3929319,83351,22029,0.340653889,16.05904908,60.76253121,0
Anastrozole,Anastrozole,1,Avkare,,,,,,,,,,,,,,,,
Anastrozole,Anastrozole,1,Aurobindo Pharm,,,,,,,,,,,,,,,,
Anastrozole,Anastrozole,1,Apotex Corp,1725104.85,4536229,88655,32543,0.380294921,19.45863008,53.01001291,0,755548.44,1943847,36565,19312,0.388687196,20.66315985,39.12326222,0
Anastrozole,Anastrozole,1,Accord Healthca,13712190.22,40727317.75,735193,192387,0.33668287,18.6511436,71.27399575,0,15987917.52,48878560.5,859736,212030,0.327094689,18.5963104,75.4040349,0
Anastrozole,Anastrozole,1,AHP,9282.66,19145,677,238,0.484860799,13.71146233,39.00277311,0,2697.89,4491,215,40,0.600732576,12.54832558,67.44725,0
Androderm,Testosterone,1,Overall,,,,8172,,,,,3438818.22,186642,4245,7413,18.4546055,810.0867421,463.8902226,0
Androderm,Testosterone,1,Allergan Inc.,,,,,,,,,3438818.22,186642,4245,2656,18.4546055,810.0867421,1294.735776,0
Androgel,Testosterone,1,Overall,268058931.1,36942066.26,303086,73927,7.467037076,884.4319139,3625.994982,0,258927446.6,31328981.8,257527,67042,8.490944839,1005.438057,3862.167695,0
Androgel,Testosterone,1,Abbvie US LLC,268058931.1,36942066.26,303086,73927,7.467037076,884.4319139,3625.994982,0,258927446.6,31328981.8,257527,67042,8.490944839,1005.438057,3862.167695,0
Angeliq,Drospirenone/Estradiol,1,Overall,251462.96,45740,1057,257,5.498895959,237.9025166,978.4550973,0,319557.77,50686,1162,252,6.30557056,275.0066868,1268.086389,0
Angeliq,Drospirenone/Estradiol,1,"Bayer,Pharm Div",251462.96,45740,1057,257,5.498895959,237.9025166,978.4550973,0,319557.77,50686,1162,252,6.30557056,275.0066868,1268.086389,0
Annovera,Segesterone Ac/Ethin Estradiol,1,Overall,,,,,,,,,,,,,,,,
Annovera,Segesterone Ac/Ethin Estradiol,1,Therapeuticsmd,,,,,,,,,,,,,,,,
Anoro Ellipta,Umeclidinium Brm/Vilanterol Tr,1,Overall,384778576.5,65056032.9,913869,229410,5.914571783,421.0434718,1677.252851,0,666506621.8,99399550,1353747,311955,6.705328362,492.3420859,2136.547328,0
Anoro Ellipta,Umeclidinium Brm/Vilanterol Tr,1,Glaxosmithkline,384778576.5,65056032.9,913869,229410,5.914571783,421.0434718,1677.252851,0,666506621.8,99399550,1353747,311955,6.705328362,492.3420859,2136.547328,0
Antara,"Fenofibrate,Micronized",1,Overall,1249754.97,83901,1632,400,15.01591363,765.7812316,3124.387425,0,1097658.43,73874,1414,362,14.82889629,776.2789463,3032.205608,0
Antara,"Fenofibrate,Micronized",1,Lupin Pharma,1249754.97,83901,1632,400,15.01591363,765.7812316,3124.387425,0,1097658.43,73874,1414,362,14.82889629,776.2789463,3032.205608,0
Antivert,Meclizine HCl,1,Overall,,,,,,,,,,,,,,,,
Antivert,Meclizine HCl,1,Casper Pharma L,,,,,,,,,,,,,,,,
Anucort-HC,Hydrocortisone Acetate,1,Overall,18621.65,1659,80,40,11.22462327,232.770625,465.54125,0,2926.06,321,15,14,9.115451713,195.0706667,209.0042857,1
Anucort-HC,Hydrocortisone Acetate,1,Cosette Pharmac,18621.65,1659,80,40,11.22462327,232.770625,465.54125,0,2926.06,321,15,14,9.115451713,195.0706667,209.0042857,1
Anusol-HC,Hydrocortisone,1,Overall,127302.34,45330.7,1352,919,2.808302982,94.1585355,138.5226768,0,84494.42,25482.15,745,543,3.315827746,113.4153289,155.6066667,0
Anusol-HC,Hydrocortisone,1,Salix Pharmaceu,127302.34,45330.7,1352,919,2.808302982,94.1585355,138.5226768,0,84494.42,25482.15,745,543,3.315827746,113.4153289,155.6066667,0
Apexicon E,Diflorasone Diacet/Emollient,1,Overall,575041.02,42030,722,391,13.68168023,796.4557064,1470.693146,1,415286,27540,485,268,15.07937545,856.2597938,1549.574627,1
Apexicon E,Diflorasone Diacet/Emollient,1,Sandoz,575041.02,42030,722,391,13.68168023,796.4557064,1470.693146,1,415286,27540,485,268,15.07937545,856.2597938,1549.574627,1
Apidra,Insulin Glulisine,1,Overall,9012297.15,360165,12635,3470,25.02269002,713.2803443,2597.20379,0,6875874.3,260090,8865,2470,26.43651928,775.6203384,2783.754777,0
Apidra,Insulin Glulisine,1,Sanofi-Aventis,9012297.15,360165,12635,3470,25.02269002,713.2803443,2597.20379,0,6875874.3,260090,8865,2470,26.43651928,775.6203384,2783.754777,0
Apidra Solostar,Insulin Glulisine,1,Overall,19045174.06,592273,25100,7710,32.1560734,758.7718749,2470.191188,0,16589813.26,485918,20742,6206,34.14117868,799.8174361,2673.189375,0
Apidra Solostar,Insulin Glulisine,1,Sanofi-Aventis,19045174.06,592273,25100,7710,32.1560734,758.7718749,2470.191188,0,16589813.26,485918,20742,6206,34.14117868,799.8174361,2673.189375,0
Aplenzin,Bupropion HBr,1,Overall,7488654.56,83117,1946,324,92.00343308,3848.229476,23113.13136,0,8542405.74,87237,2177,372,99.78580271,3923.934653,22963.45629,0
Aplenzin,Bupropion HBr,1,Bausch Health U,7488654.56,83117,1946,324,92.00343308,3848.229476,23113.13136,0,8542405.74,87237,2177,372,99.78580271,3923.934653,22963.45629,0
Apokyn,Apomorphine HCl,1,Overall,78849391.87,226503,3624,1037,348.1163246,21757.55846,76036.05773,0,91377703.3,260042,4136,1187,351.395941,22093.25515,76982.05838,0
Apokyn,Apomorphine HCl,1,US World/Supern,78849391.87,226503,3624,1037,348.1163246,21757.55846,76036.05773,0,91377703.3,260042,4136,1187,351.395941,22093.25515,76982.05838,0
Apraclonidine HCl,Apraclonidine HCl,2,Overall,487208.81,41141,5591,2019,11.84854063,87.14162225,241.3119416,0,450104.17,39810,5211,2011,11.30493945,86.37577624,223.8210691,0
Apraclonidine HCl,Apraclonidine HCl,1,Sandoz,208079.14,17990,2375,892,11.56637799,87.61226947,233.2725785,0,207121.33,18245,2304,899,11.35222417,89.89641059,230.3908009,0
Apraclonidine HCl,Apraclonidine HCl,1,Akorn Inc.,279129.67,23151,3216,1261,12.05691633,86.79405162,221.3558049,0,242982.84,21565,2907,1231,11.26746302,83.58542828,197.3865475,0
Aprepitant,Aprepitant,3,Overall,5194133.56,32247,7615,3207,163.4446864,682.0923913,1619.62381,0,6588765.97,46319,9980,3974,148.3505039,660.196991,1657.968286,0
Aprepitant,Aprepitant,1,Torrent Pharmac,,,,,,,,,,,,,,,,
Aprepitant,Aprepitant,1,Sandoz,5174549.08,32078,7596,3198,163.5577935,681.220258,1618.057874,0,4621228.99,31182,7302,3018,152.5922077,632.8716776,1531.222329,0
Aprepitant,Aprepitant,1,Glenmark Pharma,19584.48,169,19,18,118.2256829,1030.762105,1088.026667,1,1967536.98,15137,2678,1277,136.7848127,734.703876,1540.749397,1
Apri,Desogestrel-Ethinyl Estradiol,1,Overall,212280.92,393200,9735,1776,0.539880265,21.80594967,119.5275451,0,236914.73,405493,9142,1896,0.584263428,25.91497812,124.9550264,0
Apri,Desogestrel-Ethinyl Estradiol,1,Teva USA,212280.92,393200,9735,1776,0.539880265,21.80594967,119.5275451,0,236914.73,405493,9142,1896,0.584263428,25.91497812,124.9550264,0
Apriso,Mesalamine,1,Overall,89100441.94,24264419,166554,30593,3.672061628,534.9642875,2912.445394,0,110176568,27290584,181224,33813,4.037164173,607.9579305,3258.408541,0
Apriso,Mesalamine,1,Salix Pharmaceu,89100441.94,24264419,166554,30593,3.672061628,534.9642875,2912.445394,0,110176568,27290584,181224,33813,4.037164173,607.9579305,3258.408541,0
Aptensio XR,Methylphenidate HCl,1,Overall,66590.79,9104,243,58,7.280735612,274.0361728,1148.117069,0,105775.46,13416,356,94,7.868871655,297.1220787,1125.270851,0
Aptensio XR,Methylphenidate HCl,1,Rhodes Pharmace,66590.79,9104,243,58,7.280735612,274.0361728,1148.117069,0,105775.46,13416,356,94,7.868871655,297.1220787,1125.270851,0
Aptiom,Eslicarbazepine Acetate,1,Overall,59722655.44,2106212,52415,6394,28.36092231,1139.419163,9340.421558,0,82583684.04,2641769.75,66822,7684,31.26114085,1235.87567,10747.48621,0
Aptiom,Eslicarbazepine Acetate,1,Sunovion Pharma,59722655.44,2106212,52415,6394,28.36092231,1139.419163,9340.421558,0,82583684.04,2641769.75,66822,7684,31.26114085,1235.87567,10747.48621,0
Aptivus,Tipranavir,1,Overall,2780380.01,219142,1756,196,12.68757249,1583.359915,14185.6123,0,2451445.79,182620,1456,164,13.42375309,1683.685295,14947.84018,0
Aptivus,Tipranavir,1,Boehringer Ing.,2780380.01,219142,1756,196,12.68757249,1583.359915,14185.6123,0,2451445.79,182620,1456,164,13.42375309,1683.685295,14947.84018,0
Aralast NP,Alpha-1-Proteinase Inhibitor,1,Overall,37207404.5,69329303,4377,345,0.536425359,8500.663582,107847.5493,0,38921231.87,70265605.8,4265,366,0.553745413,9125.728457,106342.1636,0
Aralast NP,Alpha-1-Proteinase Inhibitor,1,Baxalta US Inc.,37207404.5,69329303,4377,345,0.536425359,8500.663582,107847.5493,0,38921231.87,70265605.8,4265,366,0.553745413,9125.728457,106342.1636,0
Aranelle,Norethindrone-Ethin. Estradiol,1,Overall,24912.71,29064,800,106,0.857167286,31.1408875,235.025566,0,25238.04,28840,738,109,0.875105409,34.19788618,231.5416514,0
Aranelle,Norethindrone-Ethin. Estradiol,1,Teva USA,24912.71,29064,800,106,0.857167286,31.1408875,235.025566,0,25238.04,28840,738,109,0.875105409,34.19788618,231.5416514,0
Aranesp,Darbepoetin Alfa In Polysorbat,1,Overall,48046367.53,31088.88,33359,7004,1624.369557,1440.282009,6859.846878,0,49085276.64,30600.835,31689,6664,1693.440323,1548.968937,7365.737791,0
Aranesp,Darbepoetin Alfa In Polysorbat,1,Amgen,48046367.53,31088.88,33359,7004,1624.369557,1440.282009,6859.846878,0,49085276.64,30600.835,31689,6664,1693.440323,1548.968937,7365.737791,0
Arava,Leflunomide,1,Overall,1348931,35030,719,155,38.48589142,1876.121001,8702.780645,0,1074997.87,27900,575,127,38.52051758,1869.561513,8464.550158,0
Arava,Leflunomide,1,Sanofi-Aventis,1348931,35030,719,155,38.48589142,1876.121001,8702.780645,0,1074997.87,27900,575,127,38.52051758,1869.561513,8464.550158,0
Arazlo,Tazarotene,1,Overall,,,,,,,,,,,,,,,,
Arazlo,Tazarotene,1,Bausch Health U,,,,,,,,,,,,,,,,
Arcalyst,Rilonacept,2,Overall,2143196.45,420,92,13,5102.848691,23295.61359,164861.2654,0,2575838.2,513,113,15,5021.127096,22795.02832,171722.5467,0
Arcalyst,Rilonacept,1,Regeneron Pharm,2143196.45,420,92,13,5102.848691,23295.61359,164861.2654,0,2575838.2,513,113,15,5021.127096,22795.02832,171722.5467,0
Arcalyst,Rilonacept,1,Kiniksa Pharmac,,,,,,,,,,,,,,,,
Arestin,Minocycline HCl Microspheres,1,Overall,9513136.21,91328,3534,3362,104.1645083,2691.889137,2829.606249,0,9320627.29,89090,3046,2890,104.6203535,3059.956431,3225.13055,0
Arestin,Minocycline HCl Microspheres,1,Orapharma,9513136.21,91328,3534,3362,104.1645083,2691.889137,2829.606249,0,9320627.29,89090,3046,2890,104.6203535,3059.956431,3225.13055,0
Arformoterol Tartrate,Arformoterol Tartrate,4,Overall,,,,,,,,,,,,,,,,
Arformoterol Tartrate,Arformoterol Tartrate,1,Slate Run Pharm,,,,,,,,,,,,,,,,
Arformoterol Tartrate,Arformoterol Tartrate,1,Lupin Pharmaceu,,,,,,,,,,,,,,,,
Arformoterol Tartrate,Arformoterol Tartrate,1,Glenmark Pharma,,,,,,,,,,,,,,,,
Arformoterol Tartrate,Arformoterol Tartrate,1,"Cipla USA, Inc.",,,,,,,,,,,,,,,,
Aricept,Donepezil HCl,1,Overall,6201476.69,386296,7973,1658,16.02921461,777.809694,3740.33576,0,4998280.09,308262,6098,1291,16.20399011,819.6589193,3871.634462,0
Aricept,Donepezil HCl,1,Eisai Inc.,6201476.69,386296,7973,1658,16.02921461,777.809694,3740.33576,0,4998280.09,308262,6098,1291,16.20399011,819.6589193,3871.634462,0
Arikayce,Amikacin Liposomal/Neb.Accessr,1,Overall,,,,,,,,,5236221.11,119246.4,507,298,43.9109366,10327.85229,17571.21178,0
Arikayce,Amikacin Liposomal/Neb.Accessr,1,Insmed Incorpor,,,,,,,,,5236221.11,119246.4,507,298,43.9109366,10327.85229,17571.21178,0
Arimidex,Anastrozole,1,Overall,,,,746,,,,,1948842.67,48810,864,670,39.92711883,2255.604942,2908.720403,0
Arimidex,Anastrozole,1,Ani Pharmaceuti,,,,,,,,,1948842.67,48810,864,413,39.92711883,2255.604942,4718.747385,0
Aripiprazole,Aripiprazole,20,Overall,533549678.6,81562046.56,2421522,438399,6.593252689,220.3364985,1217.041277,1,471520722.4,99254975.84,2837517,472497,4.801947887,166.1737084,997.9337909,0
Aripiprazole,Aripiprazole,1,Xlcare Pharmace,,,,,,,,,,,,,,,,
Aripiprazole,Aripiprazole,1,Vistapharm,,,,,,,,,,,,,,,,
Aripiprazole,Aripiprazole,1,Torrent Pharmac,84556320.5,12389202.21,381670,88842,6.816192185,221.5430097,951.7606594,1,95615758.5,20484462.84,622278,139660,4.685032,153.6544093,684.6323822,1
Aripiprazole,Aripiprazole,1,Silarx/Lannett,1256567.54,265776.5,1083,312,4.727910632,1160.265503,4027.460064,0,1774508.03,391374.5,1483,419,4.534041002,1196.56644,4235.102697,0
Aripiprazole,Aripiprazole,1,Safecor Health,3213.35,1877,79,16,1.667817006,40.67531646,200.834375,0,7841.72,4123,159,27,1.917026023,49.31899371,290.4340741,0
Aripiprazole,Aripiprazole,1,Northstar Rx Ll,,,,,,,,,9736545.4,1994298,57796,27409,4.89967596,168.464001,355.2316903,1
Aripiprazole,Aripiprazole,1,Major Pharmaceu,111961.91,23038,855,340,5.147336341,130.9496023,329.2997353,0,92912.61,64842,2277,647,1.585039324,40.80483531,143.6052705,0
Aripiprazole,Aripiprazole,1,Macleods Pharma,5937068.73,883511.5,29141,7771,6.740302737,203.7359298,764.0031823,1,12040623.22,2307454.25,73762,17572,5.238786011,163.2361273,685.2164364,0
Aripiprazole,Aripiprazole,1,Exelan Pharmace,2014941.53,249330.5,8685,5627,8.089284788,232.002479,358.0845086,0,5713323.66,791816,27990,8224,7.224206411,204.1201736,694.7134801,1
Aripiprazole,Aripiprazole,1,Dr.Reddy'S Lab,49068059.37,7635369.5,236388,63237,6.443063459,207.5742397,775.9390763,1,45437018.93,9286510.75,284966,60571,4.896354016,159.4471584,750.1447711,0
Aripiprazole,Aripiprazole,1,Solco Healthcar,,,,,,,,,8104983.3,1812261.5,45206,19103,4.489654339,179.2899903,424.2780349,1
Aripiprazole,Aripiprazole,1,Camber Pharmace,111918553.6,17342746.85,489488,109103,6.464655011,228.6441211,1025.806381,1,76728663.07,16336276.02,420012,98393,4.719493067,182.6820735,779.818311,1
Aripiprazole,Aripiprazole,1,Aurobindo Pharm,26091955.29,3485302.18,109287,32785,7.514523235,238.7471089,795.8503977,1,17873518.78,3334223.5,99696,28412,5.423905546,179.2801996,629.0834429,0
Aripiprazole,Aripiprazole,1,Ascend Laborato,,,,,,,,,,,,,,,,
Aripiprazole,Aripiprazole,1,Apotex Corp,59909654.98,9054866.02,263391,54849,6.646888869,227.4552091,1092.265219,1,8661678.47,2644372.5,44543,18013,3.150456062,194.4565582,480.8570738,0
Aripiprazole,Aripiprazole,1,Amneal Pharmace,135697300.9,20658339.8,648088,118341,6.627867016,209.3809805,1146.663463,1,84429978.24,17647878.32,527414,118054,4.816592569,160.0829296,715.181004,0
Aripiprazole,Aripiprazole,1,Alembic Pharmac,10733481.91,1724491.5,57947,17823,6.226212358,185.2292942,602.2264439,1,25393930.6,5257899.883,174730,33238,4.832251858,145.332402,764.0029665,0
Aripiprazole,Aripiprazole,1,Ajanta Pharma L,42831997.28,7371517,179346,44336,5.887059927,238.823265,966.0771671,1,53355281.98,11284884.53,294762,69100,4.801432533,181.011399,772.1459042,0
Aripiprazole,Aripiprazole,1,Accord Healthca,2936247.64,416019,13554,6619,7.111465851,216.633292,443.60895,1,26450100.13,5597940.25,159712,51525,4.763920682,165.611226,513.3449807,0
Aripiprazole,Aripiprazole,1,AHP,482354.15,60659,2520,481,7.935516425,191.410377,1002.815281,0,104055.77,14358,731,140,7.3668513,142.3471546,743.2555,0
Aripiprazole ODT,Aripiprazole,3,Overall,977497.79,34403,935,890,28.41140995,1045.452182,1098.312124,0,3823673.61,125369,3332,1006,30.49923452,1147.561107,3800.8684,0
Aripiprazole ODT,Aripiprazole,1,"Orchidpharma, I",,,,,,,,,,,,,,,,
Aripiprazole ODT,Aripiprazole,1,Dr.Reddy'S Lab,,,,,,,,,284582.2,9739,262,144,29.23670745,1086.191603,1976.265278,0
Aripiprazole ODT,Aripiprazole,1,Alembic Pharmac,977497.79,34403,935,373,28.41140995,1045.452182,2620.637507,0,3539091.41,115630,3070,863,30.60698113,1152.798505,4100.917045,0
Aristada,Aripiprazole Lauroxil,1,Overall,68762018.96,94700.855,33999,5936,726.0554524,2022.471807,11583.89807,0,112271065.8,146076.277,49839,8334,768.8476542,2252.674929,13471.45018,0
Aristada,Aripiprazole Lauroxil,1,Alkermes Inc,68762018.96,94700.855,33999,5936,726.0554524,2022.471807,11583.89807,0,112271065.8,146076.277,49839,8334,768.8476542,2252.674929,13471.45018,0
Aristada Initio,"Aripiprazole Lauroxil,Submicr.",1,Overall,,,,,,,,,512454.96,640.8,267,262,799.711236,1919.306966,1955.934962,0
Aristada Initio,"Aripiprazole Lauroxil,Submicr.",1,Alkermes Inc,,,,,,,,,512454.96,640.8,267,262,799.711236,1919.306966,1955.934962,0
Arixtra,Fondaparinux Sodium,1,Overall,1160552.51,6125.2,306,64,194.364651,3792.655261,18133.63297,0,865591.6,4560.8,207,39,196.1424309,4181.601932,22194.65641,0
Arixtra,Fondaparinux Sodium,1,Mylan Instituti,1160552.51,6125.2,306,64,194.364651,3792.655261,18133.63297,0,865591.6,4560.8,207,39,196.1424309,4181.601932,22194.65641,0
Armodafinil,Armodafinil,5,Overall,19237100.02,3303829.5,86673,20002,5.911531282,221.9503193,961.7588251,0,15707920.96,4151688,106796,20465,3.823224144,147.0834204,767.5504989,1
Armodafinil,Armodafinil,1,Teva USA,4820613.49,972048.5,23340,6273,4.991989941,206.5387099,768.4701881,1,4237770.98,1255955.5,31438,8486,3.399144796,134.7977282,499.3838063,1
